Carimbo de data/hora,Com que frequência costuma jogar games?,Idade (anos):,Gênero:,Estado de residência?,Situação atual,Grau de escolaridade,Qual plataforma prefere usar para jogar?,"Você conhece os componentes do seu computador (Processador, Placa de Vídeo e Memória RAM) ?",Quantos Gigabytes de memória RAM?,Qual a marca do seu processador?,Qual o modelo do processador?,Qual a marca da sua placa de Vídeo?,Qual o modelo da sua placa de vídeo?,Quantos Gigabytes possui sua placa de video?,A maioria das suas peças foram compradas em:,Qual console você possui?,O seu console mais recente foi comprado em:,Qual seu estilo de jogo favorito?,Qual seu jogo preferido?,"Em média, quanto costuma gastar mensalmente com jogos?"
17/06/2019 23:20:07,Frequentemente,22,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD FX 8350,Nvidia,GTX 750 ti,2 GB,Loja física,,,"FPS/TPS, MOBA, Sobrevivência",Pubg,R$51 a R$100
17/06/2019 23:21:15,Frequentemente,20,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,6 GB,AMD,AMD FX 6300,Nvidia,GTX 5--,1 GB,Loja física,,,"FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",FFVII,R$1 a R$50
17/06/2019 23:21:27,Nunca,,,,,,,,,,,,,,,,,,,
17/06/2019 23:27:09,Frequentemente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,i3 4005U ,Nvidia,Nao me lembro ,4 GB,Loja virtual,,,"Aventura, FPS/TPS, Luta, MOBA, Sobrevivência, Terror",COD BLACK OPS II,Nada
17/06/2019 23:30:14,Regularmente,20,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Outros (Celular),,,,,,,,,,,Aventura,Subway surfer,Nada
17/06/2019 23:34:10,Frequentemente,20,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Outros (Celular),,,,,,,,,,,Esporte,Fifa,Nada
17/06/2019 23:34:36,Frequentemente,48,Mulher,Rio Grande do Sul – RS,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,6 GB,Intel,i33250,Nvidia,geforce gta 520,6 GB,Loja virtual,,,"Aventura, Mundo Aberto, RPG/MMORPG",grand fantasia e milmo,Nada
17/06/2019 23:35:23,Regularmente,21,Homem,São Paulo – SP,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,2 GB,Intel,Dual core,AMD,RX 550,2 GB,Loja física,,,"Aventura, MOBA, Mundo Aberto, RPG/MMORPG",Assasin's Creed,Nada
17/06/2019 23:35:35,Frequentemente,20,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja física,Esporte,Fifa,R$51 a R$100
17/06/2019 23:36:39,Regularmente,20,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja física,"Aventura, Mundo Aberto, RPG/MMORPG",The Legend of Zelda - Twilight Princess,Nada
17/06/2019 23:36:44,Frequentemente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Não,,,,,,,,,,"Aventura, Corrida, RPG/MMORPG",Grand Fantasia ,Nada
17/06/2019 23:42:08,Regularmente,22,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Outros (Celular),,,,,,,,,,,"ARCADE, Aventura, Corrida, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",Warspear ,Nada
17/06/2019 23:43:42,Regularmente,19,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Outros (Celular),,,,,,,,,,,"Simulação, Terror",Mario Kart,Nada
17/06/2019 23:43:50,Frequentemente,27,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,8 GB,Intel,i7 7700K,Nvidia,GTX 1060,2 GB,Loja virtual,,,RPG/MMORPG,Atualmente Monster Hunter World,R$51 a R$100
17/06/2019 23:44:05,Raramente,19,Homem,Pernambuco – PE,Só Estuda,Ensino Médio Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,Intel: i3 4170,Nvidia,Não tenho,4 GB,Loja física,,,"FPS/TPS, MOBA, RPG/MMORPG, Sobrevivência",Samurai warrions,Nada
17/06/2019 23:44:42,Frequentemente,21,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 3, XBOX ONE, Nintendo Wii, Nintendo DS",Loja física,"Aventura, Corrida, Esporte, FPS/TPS, Luta, Mundo Aberto",Call of Duty: Black Ops II,R$51 a R$100
17/06/2019 23:50:23,Regularmente,17,Homem,São Paulo – SP,Só Estuda,Ensino Médio Incompleto,Notebook,Sim,2 GB,Intel,I3 6100,Nvidia,Essa eu n lembro,6 GB,Loja física,,,"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Simulação",Heart Stone,R$1 a R$50
17/06/2019 23:56:15,Regularmente,21,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,FX 6300,Nvidia,GTX 960,4 GB,Loja física,,,"Corrida, FPS/TPS, MOBA, Mundo Aberto",League of Legends,R$1 a R$50
17/06/2019 23:59:01,Raramente,28,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Outros (Celular),,,,,,,,,,,"ARCADE, Esporte, FPS/TPS, Luta",GTA,Nada
18/06/2019 00:06:17,Regularmente,20,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,i3 550,AMD,HD 6570,1 GB,Loja física,,,"Aventura, Corrida, Esporte, FPS/TPS, RPG/MMORPG, Simulação, Sobrevivência, Terror",Black Squad,R$1 a R$50
18/06/2019 00:10:15,Frequentemente,16,Homem,Alagoas – AL,Só Estuda,Ensino Fundamental Completo,Notebook,Sim,4 GB,Intel,celeron CPU 3800,Nvidia,intel hd graphics 610,4 GB,Loja física,,,RPG/MMORPG,Grand Fantasia,R$1 a R$50
18/06/2019 00:29:15,Regularmente,25,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,6 GB,Intel,n lembro,AMD,n lembro,2 GB,Loja física,,,"Aventura, Esporte, MOBA",rocket league,Nada
18/06/2019 00:32:36,Frequentemente,20,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,AMD,AMD Ryzen 5 2600X,Nvidia,GeForce GTX 1080 Ti,mais de 8 GB,Loja virtual,,,"Aventura, Luta, MOBA, RPG/MMORPG",Saga Dark Souls,R$1 a R$50
18/06/2019 00:42:32,Regularmente,22,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Médio Completo,Outros (Celular),,,,,,,,,,,"ARCADE, Esporte",DLS 2019,Nada
18/06/2019 00:44:30,Raramente,20,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX 360,Loja física,"ARCADE, Simulação",GTA,R$1 a R$50
18/06/2019 00:47:41,Regularmente,19,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Não,,,,,,,,,,MOBA,Agr of empires,Nada
18/06/2019 00:53:33,Frequentemente,26,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,16 GB,AMD,Radeon R-5 ,Nvidia,Gtx1060,6 GB,Loja física,,,4x,Endless legend,R$51 a R$100
18/06/2019 01:05:30,Frequentemente,21,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD FX6300,Nvidia,GTX750T.I,4 GB,Loja física,,,"FPS/TPS, RPG/MMORPG",Skyrim,Nada
18/06/2019 01:18:40,Raramente,20,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Outros (Celular),,,,,,,,,,,"Aventura, Esporte, Mundo Aberto, RPG/MMORPG, Simulação",GTA V,Nada
18/06/2019 01:37:50,Frequentemente,15,Homem,São Paulo – SP,Só Estuda,Ensino Fundamental Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,Mundo Aberto,Batman Arkham City,R$1 a R$50
18/06/2019 07:07:45,Frequentemente,47,Homem,São Paulo – SP,Não Estuda e Não Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,4 GB,Intel,quad core,Nvidia,gtx520,4 GB,Loja física,,,RPG/MMORPG,Grand fantasia,Nada
18/06/2019 07:28:11,Frequentemente,20,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Outros (Celular),,,,,,,,,,,"Aventura, Mundo Aberto, RPG/MMORPG",God of War,Nada
18/06/2019 08:07:59,Frequentemente,21,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Completo,Outros (Celular),,,,,,,,,,,Pluzze,Matchington,Nada
18/06/2019 08:08:52,Frequentemente,20,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,AMD,Ryzen 5,Nvidia,Gtx 1060 3gb,4 GB,Loja virtual,,,"ARCADE, Aventura, FPS/TPS",Sly cooper,R$1 a R$50
18/06/2019 08:17:36,Frequentemente,21,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,4 GB,Intel,i5 8400,AMD,RX 580,2 GB,Loja física,,,"Aventura, MOBA, Mundo Aberto, Sobrevivência",Skyrim,Nada
18/06/2019 08:27:06,Raramente,21,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX 360,Loja física,Esporte,FIFA,Nada
18/06/2019 08:52:50,Regularmente,22,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Fundamental Completo,Outros (Celular),,,,,,,,,,,RPG/MMORPG,Covet fashion ,Nada
18/06/2019 08:53:15,Frequentemente,49,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Médio Completo,Outros (Celular),,,,,,,,,,,"ARCADE, Aventura",Angry birds,Nada
18/06/2019 08:54:24,Frequentemente,16,Homem,Minas Gerais – MG,Só Estuda,Ensino Fundamental Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja virtual,"ARCADE, Aventura, Corrida, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",God of War ,mais de R$200
18/06/2019 09:10:36,Frequentemente,21,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,12 GB,AMD,FX 8350,Nvidia,GTX 1050 TI,4 GB,Loja virtual,,,"Aventura, FPS/TPS, RPG/MMORPG, Sobrevivência, Terror",The Witcher 3,R$51 a R$100
18/06/2019 10:08:07,Regularmente,33,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Outros (Celular),,,,,,,,,,,"Aventura, Terror",Candy crush,Nada
18/06/2019 10:10:01,Frequentemente,22,Homem,Rio Grande do Norte – RN,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,I5,Nvidia,GTX 1060,6 GB,Loja virtual,,,MOBA,Leage of legends,R$1 a R$50
18/06/2019 10:35:34,Frequentemente,21,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,Intel,i3 6100,Nvidia,gtx 1050ti,4 GB,Loja virtual,,,"FPS/TPS, MOBA, RPG/MMORPG, Terror",Bioshock 2,R$1 a R$50
18/06/2019 10:46:26,Frequentemente,33,Homem,Paraná – PR,Estuda e Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,Playstation 4,Loja virtual,Mundo Aberto,"Grand Theft Auto, Red Dead Redemption, Assassin´s Creed",R$51 a R$100
18/06/2019 11:41:53,Regularmente,16,Homem,Minas Gerais – MG,Só Estuda,Ensino Fundamental Completo,Outros (Celular),,,,,,,,,,,Aventura,The Wither 3,Nada
18/06/2019 11:46:21,Frequentemente,21,Homem,Sergipe – SE,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Não,,,,,,,,,,"Aventura, MOBA, RPG/MMORPG, Simulação, Terror, erogames",The King Of Fighters '99,Nada
18/06/2019 12:04:49,Frequentemente,20,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,6 GB,Intel,i5 3200,Nvidia,GTX 760,2 GB,Loja física,,,"FPS/TPS, Mundo Aberto, Simulação, Sobrevivência",Battlefield ,Nada
18/06/2019 12:17:58,Regularmente,19,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX 360,Loja física,"Aventura, Luta, Terror",Mortal Kombat,R$1 a R$50
18/06/2019 12:28:48,Frequentemente,20,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Notebook,Sim,6 GB,Intel, Intel i5 5200,Nvidia,NVIDIA GeForce 930M,2 GB,Loja virtual,,,"FPS/TPS, MOBA, RPG/MMORPG",League of Legends,R$51 a R$100
18/06/2019 13:06:40,Regularmente,22,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,I5 3330,Nvidia,Gtx 970,4 GB,Loja virtual,,,RPG/MMORPG,RPG,R$101 a R$150
18/06/2019 13:09:59,Regularmente,20,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 3, Playstation 4",Loja física,"Aventura, Mundo Aberto, RPG/MMORPG",Kingdom Hearts 2,R$1 a R$50
18/06/2019 13:13:36,Frequentemente,24,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5 4590,Nvidia,GTX 1070,8 GB,Loja virtual,,,"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Metroidvania",Skyrim,R$1 a R$50
18/06/2019 13:32:16,Frequentemente,24,Homem,Goiás – GO,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,"ARCADE, Luta, RPG/MMORPG, Sobrevivência, Terror",Final Fantasy,R$1 a R$50
18/06/2019 13:39:43,Regularmente,24,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 4, XBOX 360",Loja física,"Aventura, Esporte, FPS/TPS, Mundo Aberto, RPG/MMORPG",FIFA,R$51 a R$100
18/06/2019 14:06:17,Frequentemente,31,Homem,Santa Catarina – SC,Só Trabalha,Ensino Médio Completo,Console (video game),,,,,,,,,"PSP, Playstation 3, Playstation 4",Loja física,"ARCADE, Aventura, Corrida, Esporte, FPS/TPS, Luta, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência, Terror",Destiny 2,mais de R$200
18/06/2019 14:07:24,Regularmente,23,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Médio Completo,Desktop (PC de mesa),Sim,8 GB,Intel,Core i5300,Nvidia,Gtx 950,mais de 8 GB,Loja virtual,,,"Esporte, MOBA",Fifa 2019 e league of legends,R$1 a R$50
18/06/2019 14:16:03,Frequentemente,22,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD Ryzen 3 2200G,AMD,AMD Power Color 270x,2 GB,Loja virtual,,,"FPS/TPS, MOBA",Counter-Strike Global Offensive,R$1 a R$50
18/06/2019 14:32:31,Nunca,,,,,,,,,,,,,,,,,,,
18/06/2019 14:35:15,Frequentemente,23,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Notebook,Sim,4 GB,Intel,I5 5300U,Nvidia,Gt740m,2 GB,Loja virtual,,,"Mundo Aberto, RPG/MMORPG",Skyrim,Nada
18/06/2019 15:08:41,Regularmente,22,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,I5 (esqueci o modelo),Nvidia,Gts 720 m,4 GB,Loja virtual,,,"Mundo Aberto, RPG/MMORPG",Dark souls 2,R$1 a R$50
18/06/2019 15:10:12,Frequentemente,19,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,Playstation 4,Loja física,"ARCADE, Corrida, Esporte, RPG/MMORPG, Simulação",Skyrim,R$51 a R$100
18/06/2019 15:14:47,Frequentemente,23,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Notebook,Não,,,,,,,,,,"MOBA, RPG/MMORPG, Simulação",Shaiya,Nada
18/06/2019 15:19:23,Frequentemente,22,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Notebook,Sim,8 GB,Intel,Intel I5 5200,Nvidia,GTX960,2 GB,Loja virtual,,,"ARCADE, MOBA, RPG/MMORPG",Perfect World,Nada
18/06/2019 15:22:23,Regularmente,22,Homem,Paraná – PR,Não Estuda e Não Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,6 GB,Intel,Intel i3 2365m,Nvidia,Nvida GTX 750,2 GB,Loja virtual,,,"Aventura, MOBA, RPG/MMORPG, Sobrevivência",Wyd,Nada
18/06/2019 15:44:48,Regularmente,25,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,Playstation 3,Loja física,"Aventura, Sobrevivência, Terror",Resident Evil ,Nada
18/06/2019 16:01:26,Regularmente,23,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Notebook,Sim,8 GB,Intel,I5 7200u,Nvidia,Intel HD Graphics 620,2 GB,Loja virtual,,,"RPG/MMORPG, Jogos indie plataforma, puzzles",Gris,Nada
18/06/2019 16:04:32,Frequentemente,19,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Notebook,Sim,8 GB,Intel,Intel core i5 7200u 3.1ghz,Nvidia,Nvidia Geforce 940mx,2 GB,Loja virtual,,,"ARCADE, MOBA, Metroidvania ",Competitivo - LoL; Casual - Dark Souls 3,Nada
18/06/2019 16:12:42,Regularmente,24,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,16 GB,AMD,Ryzen 7 2700,Nvidia,1070ti,8 GB,Loja virtual,,,"Corrida, FPS/TPS, Mundo Aberto, Sobrevivência",Pubg,Nada
18/06/2019 16:23:08,Raramente,18,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX 360,Loja física,Aventura,Não tenho,Nada
18/06/2019 16:32:26,Frequentemente,23,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 4, PC e 3DS (hackeado)",Loja virtual,"Aventura, RPG/MMORPG, Rogue-likes",Dark Souls 1,R$51 a R$100
18/06/2019 16:46:43,Nunca,,,,,,,,,,,,,,,,,,,
18/06/2019 16:56:15,Frequentemente,20,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 3, Playstation 4",Loja virtual,"Aventura, FPS/TPS, Mundo Aberto, Simulação",The sims,Nada
18/06/2019 16:57:04,Regularmente,32,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 4, Nintendo Switch",Loja física,"Aventura, Esporte, RPG/MMORPG",The Legend of Zelda: Ocarina of the Time,R$151 a R$200
18/06/2019 17:03:28,Frequentemente,22,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Completo,Desktop (PC de mesa),Sim,mais de 16 GB,Intel,i5 8400,Nvidia,Gtx 1050 ti ,4 GB,Loja virtual,,,"FPS/TPS, Sobrevivência",Pubg,Nada
18/06/2019 18:01:21,Nunca,,,,,,,,,,,,,,,,,,,
18/06/2019 18:11:38,Frequentemente,18,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"Playstation 3, XBOX 360, XBOX ONE",Loja virtual,"Esporte, FPS/TPS, Mundo Aberto, RPG/MMORPG",FIFA,R$1 a R$50
18/06/2019 19:06:07,Frequentemente,22,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i5,Nvidia,GTX 960,4 GB,Loja virtual,,,"Mundo Aberto, RPG/MMORPG",Dragon Age: Origins,R$1 a R$50
18/06/2019 19:40:04,Frequentemente,25,Mulher,Paraná – PR,Estuda e Trabalha,Ensino Superior Completo,Notebook,Sim,8 GB,Intel,I5-5200,Nvidia,INTEL HD grafic 5500,4 GB,Loja física,,,"Aventura, MOBA, Mundo Aberto, RPG/MMORPG, Simulação",Pokémon,Nada
18/06/2019 19:55:45,Frequentemente,25,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,4 GB,AMD,FX 6300,AMD,R7 340,2 GB,Loja virtual,,,"FPS/TPS, MOBA, RPG/MMORPG, Simulação, Sobrevivência",Skyrim,Nada
18/06/2019 20:04:11,Frequentemente,30,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Notebook,Sim,6 GB,Intel,I5,Nvidia,Nvidia 840M,2 GB,Loja virtual,,,"MOBA, Mundo Aberto, RPG/MMORPG, Card Games",World of Warcraft,R$1 a R$50
18/06/2019 20:06:00,Regularmente,21,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Console (video game),,,,,,,,,"XBOX 360, XBOX ONE",Loja física,"ARCADE, Aventura, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",Ultimate Aliance,Nada
18/06/2019 20:28:20,Frequentemente,17,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Desktop (PC de mesa),Sim,16 GB,Intel,i7 7700,Nvidia,GTX 1070,8 GB,Loja física,,,FPS/TPS,CS:GO,R$1 a R$50
18/06/2019 21:01:50,Raramente,18,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Incompleto,Outros (Celular),,,,,,,,,,,Corrida,Não possuo ,Nada
18/06/2019 21:23:53,Frequentemente,23,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"ARCADE, Aventura, Corrida, Esporte, Mundo Aberto",Assassin's Creed,R$51 a R$100
18/06/2019 21:59:40,Regularmente,45,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Completo,Outros (Celular),,,,,,,,,,,ARCADE,São muitos,Nada
18/06/2019 22:02:19,Regularmente,17,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,"FPS/TPS, Mundo Aberto, Sobrevivência",Raimbow six,Nada
18/06/2019 22:02:28,Regularmente,17,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja física,"FPS/TPS, Mundo Aberto, Sobrevivência",Raimbow six,Nada
18/06/2019 22:22:46,Regularmente,21,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"ARCADE, Esporte, FPS/TPS, MOBA, Simulação, Sobrevivência",FIFA,R$51 a R$100
18/06/2019 22:40:00,Raramente,27,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,Luta,Num tenho ,Nada
18/06/2019 22:48:54,Frequentemente,18,Homem,Bahia – BA,Estuda e Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,Playstation 4,Loja física,Mundo Aberto,GTA V,R$151 a R$200
18/06/2019 22:51:32,Regularmente,24,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,"ARCADE, Aventura, Mundo Aberto, RPG/MMORPG, Simulação, Indie",Final Fantasy,Nada
18/06/2019 22:52:42,Regularmente,31,Homem,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,AMD,AMD 5 2600,Nvidia,GTX1070,8 GB,Loja física,,,"ARCADE, Aventura, FPS/TPS, Mundo Aberto, RPG/MMORPG, Terror",Zelda,Nada
18/06/2019 22:53:23,Regularmente,32,Mulher,Rio de Janeiro – RJ,Estuda e Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,Nintendo Switch,Loja virtual,"Aventura, Corrida, Mundo Aberto, RPG/MMORPG",A franquia de Zelda,R$1 a R$50
18/06/2019 23:51:34,Raramente,19,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,4 GB,Intel,Nao sei,Nvidia,Nao sei,2 GB,Loja física,,,RPG/MMORPG,Uncharted,Nada
19/06/2019 00:34:36,Frequentemente,25,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Console (video game),,,,,,,,,XBOX ONE,Loja física,"Esporte, FPS/TPS, Luta, RPG/MMORPG",Dark Souls,Nada
19/06/2019 00:47:54,Regularmente,21,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Não,,,,,,,,,,"ARCADE, Aventura, MOBA, Mundo Aberto, RPG/MMORPG",LOL,R$1 a R$50
19/06/2019 01:19:06,Frequentemente,22,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Outros (Celular),,,,,,,,,,,"Esporte, MOBA, Mundo Aberto, RPG/MMORPG",Yu-Gi-Oh! Duel Links,R$1 a R$50
19/06/2019 05:33:47,Frequentemente,22,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Esporte, FPS/TPS, RPG/MMORPG",Fallout 4,R$1 a R$50
19/06/2019 06:53:02,Frequentemente,19,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Médio Completo,Notebook,Não,,,,,,,,,,FPS/TPS,Crossfire,Nada
19/06/2019 07:21:19,Frequentemente,23,Homem,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Completo,Desktop (PC de mesa),Sim,12 GB,Intel,G4560,Nvidia,Gtx 1050 ti,4 GB,Loja virtual,,,Mundo Aberto,Earthbound,Nada
19/06/2019 07:21:34,Frequentemente,27,Homem,Rio de Janeiro – RJ,Só Trabalha,Ensino Superior Completo,Console (video game),,,,,,,,,XBOX ONE,Loja virtual,"Corrida, Esporte, Luta, Sobrevivência",FIFA ,R$51 a R$100
19/06/2019 07:22:12,Frequentemente,20,Mulher,Rio de Janeiro – RJ,Só Estuda,Ensino Superior Incompleto,Desktop (PC de mesa),Sim,8 GB,Intel,i3-7100,Nvidia,GTX 1050 Ti,4 GB,Loja virtual,,,"Aventura, MOBA, Mundo Aberto, RPG/MMORPG, Simulação, Sobrevivência",The Elder Scrolls V: Skyrim,R$1 a R$50
